city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
2,26,1,1,1,3,1,0,402,1396,0,18,1816
2,80,2,1,0,1,1,0,500,3000,0,39,3539
2,450,4,5,5,0,0,1,0,12000,1875,181,14060
3,150,2,2,1,0,1,1,0,1060,167,16,1243
2,135,3,2,2,9,1,1,1836,4200,543,54,6633
1,140,4,3,4,9,1,1,500,3500,230,47,4277
3,76,3,1,1,2,1,1,480,1300,92,17,1889
2,450,4,3,6,0,1,1,0,11900,1084,179,13160
1,38,1,1,0,2,0,1,0,1300,0,18,1318
2,56,2,2,1,4,1,1,500,2000,0,26,2526
4,30,1,1,0,8,0,0,445,1512,0,7,1964
2,260,2,2,2,0,0,1,0,3800,567,58,4425
0,77,3,2,1,2,0,1,284,1260,20,19,1583
4,290,4,3,1,6,1,1,2500,7000,459,91,10050
1,22,1,1,1,1,0,0,0,1500,0,20,1520
4,47,2,1,0,4,1,1,578,1500,0,20,2098
2,80,2,2,1,7,1,1,1363,3700,96,47,5206
2,244,4,3,4,2,1,0,2375,4774,1033,61,8243
3,45,1,1,0,9,1,1,670,800,39,11,1520
1,85,3,2,2,3,0,1,686,1700,160,23,2569
2,98,3,2,2,3,1,1,1400,2000,383,26,3809
2,100,2,1,1,0,0,1,0,1450,0,22,1472
4,120,3,2,0,2,1,1,1300,3700,331,48,5379
2,190,3,2,1,8,1,0,2180,4500,150,58,6888
2,500,4,4,4,0,1,1,3200,10200,1800,154,15350
2,105,3,2,2,1,1,0,1544,7800,488,99,9931
3,50,2,1,1,3,1,1,613,1000,20,13,1646
2,126,4,3,2,4,0,1,1500,4500,417,58,6475
2,74,2,3,1,2,1,1,1180,4500,105,58,5843
4,130,3,3,2,3,1,0,2500,7000,500,91,10090
2,140,2,1,1,6,0,0,2000,5500,300,70,7870
0,160,3,2,2,0,1,1,100,2000,75,36,2211
2,250,3,4,3,4,1,1,3570,14000,1256,178,19000
4,90,2,2,1,4,1,1,1090,900,144,12,2146
2,35,1,1,0,6,1,0,420,1660,0,22,2102
4,144,4,2,2,4,1,1,2000,3590,378,47,6015
4,170,3,1,1,10,1,0,600,2480,100,32,3212
4,65,2,1,1,7,1,1,750,1400,59,19,2228
0,80,2,1,0,0,1,1,0,990,0,18,1008
2,20,1,1,0,4,0,0,150,3142,67,40,3399
2,79,2,2,2,18,0,0,800,5900,280,75,7055
2,70,2,1,0,1,1,1,0,2448,159,32,2639
2,30,1,1,0,9,0,0,423,2350,46,30,2849
2,250,3,5,3,4,1,1,3500,6800,0,87,10390
0,50,1,1,0,2,1,0,300,930,25,14,1269
2,116,3,2,2,5,1,1,1726,2300,568,30,4624
2,216,4,3,4,28,0,1,1868,5000,657,64,7589
2,290,3,5,4,8,1,0,3580,7000,0,89,10670
2,300,5,6,6,0,1,1,0,9500,2084,143,11730
2,245,4,3,4,8,1,1,3450,6000,1667,77,11190
1,150,4,2,3,18,0,0,1300,4900,480,66,6746
2,130,3,4,2,11,0,1,1550,2318,411,30,4309
2,112,1,2,3,0,1,1,0,2878,84,44,3006
2,78,2,2,1,8,1,1,586,1680,63,22,2351
4,15,1,1,0,0,1,1,50,700,0,10,760
2,84,2,1,2,11,0,0,800,4000,240,51,5091
4,23,1,1,0,8,0,1,569,2000,25,26,2620
1,174,3,1,0,0,0,1,0,5500,120,91,5711
2,104,1,3,2,14,0,1,2000,4200,500,54,6754
0,63,1,1,0,3,1,1,340,900,38,14,1292
2,51,2,1,1,7,1,1,468,1100,75,14,1657
4,70,2,2,1,4,1,1,1500,3460,332,45,5337
1,150,4,4,2,12,1,1,1218,4000,501,54,5773
4,90,2,2,1,8,1,1,800,2156,90,9,3055
4,80,2,2,1,2,1,0,4100,7500,584,97,12280
0,60,1,1,1,4,0,1,2400,800,209,12,3421
1,85,3,2,1,2,0,1,450,1500,85,20,2055
2,70,2,1,0,24,0,0,450,3200,50,41,3741
4,50,1,1,0,2,0,1,800,800,26,11,1637
2,38,1,1,0,6,1,1,420,2080,24,27,2551
0,147,3,3,3,0,1,1,0,2600,81,47,2728
0,222,3,2,2,3,0,0,770,5083,350,75,6278
2,185,4,4,4,8,1,1,2500,7500,1042,96,11140
3,284,3,5,6,0,1,1,550,5100,417,77,6144
2,45,2,1,1,6,0,1,240,1470,30,19,1759
4,290,3,3,1,9,1,1,1600,5300,853,69,7822
2,74,3,2,2,15,1,1,850,1250,100,16,2216
3,115,3,2,2,15,1,1,1018,2690,214,35,3957
0,37,1,1,0,4,1,1,338,1600,67,24,2029
1,650,7,6,3,0,1,1,0,13000,1250,214,14460
2,30,1,1,0,1,0,1,0,1459,0,10,1469
2,87,1,1,2,14,1,0,870,7900,150,101,9021
2,553,5,6,5,15,1,0,6000,3360,2827,43,12230
2,250,3,4,4,16,1,1,3421,10700,1224,136,15480
2,600,4,5,6,0,1,1,0,6000,3000,51,9051
2,250,3,3,3,0,1,1,0,4500,150,68,4718
2,30,1,1,1,16,1,1,399,1799,0,23,2221
1,62,3,1,1,2,0,1,260,950,59,13,1282
4,115,2,2,2,1,1,1,900,3000,75,39,4014
4,130,3,1,0,4,1,1,1050,6800,193,28,8071
2,35,1,1,0,15,1,1,306,2000,0,26,2332
1,350,4,3,3,9,0,1,2050,10000,658,134,12840
2,100,3,2,0,0,0,1,0,3000,914,46,3960
3,85,3,2,2,9,1,1,1225,2600,182,33,4040
2,60,1,1,1,0,1,1,0,1500,100,23,1623
3,197,3,3,2,8,1,1,1600,2500,325,32,4457
2,177,4,5,4,12,1,1,1500,9200,959,117,11780
4,96,2,1,0,8,1,0,700,5000,181,65,5946
2,48,1,1,0,0,0,1,0,1150,34,18,1202
2,678,5,6,4,0,1,1,0,15000,3000,226,18230
4,126,2,2,1,5,1,1,1800,7500,420,97,9817
2,130,3,3,1,6,1,1,1390,4200,257,54,5901
3,113,2,1,1,8,1,1,670,1250,92,16,2028
2,380,3,4,2,0,1,1,0,12000,959,181,13140
2,80,1,1,1,10,1,1,1800,2500,180,32,4512
2,20,1,1,0,0,1,0,602,1800,130,23,2555
2,32,1,1,1,15,1,1,350,1880,0,24,2254
2,420,4,6,4,8,1,1,3500,15000,2250,191,20940
2,500,8,5,2,0,1,1,0,11000,1550,166,12720
2,33,1,1,1,12,1,0,560,2900,84,37,3581
2,700,4,6,6,0,1,1,0,12500,2176,188,14860
2,50,1,1,1,0,1,1,0,1100,0,17,1117
0,70,2,2,0,4,1,1,330,1410,59,21,1820
1,332,3,2,8,0,0,1,0,7000,270,115,7385
4,83,2,3,2,4,1,0,3850,6000,1128,78,11060
3,62,2,2,2,5,1,1,800,3000,14,39,3853
2,30,1,1,0,12,1,0,350,3300,0,42,3692
2,240,4,6,4,2,0,1,2000,4410,0,56,6466
2,27,1,1,0,0,0,1,0,835,0,13,848
4,87,3,2,1,3,1,1,1200,1440,67,19,2726
0,238,3,3,3,2,1,0,700,4180,167,62,5109
4,68,2,1,0,3,1,1,925,2300,245,30,3500
4,30,1,1,0,19,1,1,590,800,126,11,1527
4,24,1,1,0,5,1,0,500,1200,25,16,1741
2,80,3,2,1,1,0,1,402,1613,80,21,2116
1,70,3,1,1,3,1,1,275,1100,63,15,1453
2,250,4,3,2,0,0,1,0,10000,0,151,10150
1,83,3,3,2,5,1,0,990,3500,216,47,4753
0,339,3,5,4,11,1,0,3000,14000,834,205,18040
3,75,2,1,1,0,1,1,0,1300,0,17,1317
2,154,4,3,3,4,1,1,1630,4350,742,56,6778
4,80,2,2,1,5,1,1,891,1800,125,24,2840
0,156,3,1,0,2,1,1,500,1600,142,24,2266
2,190,3,4,3,2,1,1,3800,5950,1209,76,11040
2,200,3,2,2,0,1,1,0,2900,791,44,3735
1,600,3,5,8,0,1,1,800,10000,202,164,11170
1,57,3,2,1,2,1,1,225,1100,78,15,1418
1,110,3,2,2,3,0,0,550,2600,248,20,3418
2,240,3,4,5,9,1,1,3200,6400,1400,82,11080
2,40,1,1,1,9,0,1,440,2800,100,36,3376
3,160,3,2,2,12,1,1,1026,1650,243,21,2940
2,120,3,2,2,1,1,1,2450,3940,875,50,7315
3,51,1,1,1,1,1,1,670,820,90,11,1591
0,55,1,1,1,3,1,1,250,2300,45,34,2629
2,820,4,4,5,0,1,1,0,7225,3750,109,11080
2,168,3,4,2,9,1,1,1800,5500,65,70,7435
0,68,1,2,1,4,1,0,500,2500,117,37,3154
2,260,4,4,6,22,1,0,2480,5500,1167,70,9217
2,93,2,2,1,8,1,1,1258,2490,12,32,3792
2,73,2,2,1,13,1,1,700,1250,150,16,2116
2,182,3,3,5,0,1,1,0,4200,250,64,4514
4,215,3,2,0,5,1,1,1400,4000,38,52,5490
2,280,3,3,4,0,1,1,0,9500,990,143,10630
4,68,2,1,1,5,1,1,660,870,109,12,1651
2,76,1,2,1,4,1,0,1180,4200,30,54,5464
2,156,3,4,3,4,1,1,1650,9000,667,115,11430
0,271,4,3,1,7,1,1,1500,3900,500,57,5957
3,297,4,6,2,3,1,1,2800,2800,433,36,6069
2,73,2,1,1,8,1,1,525,1360,6,18,1909
2,350,3,4,5,0,1,1,0,5500,1092,83,6675
2,100,2,3,3,0,1,0,1200,7650,250,97,9197
2,100,3,2,0,3,0,1,800,2000,250,26,3076
3,180,3,4,4,0,1,1,1000,4500,127,68,5695
2,350,7,4,2,0,1,1,0,4600,292,70,4962
0,40,1,1,0,7,1,1,180,1000,6,15,1201
4,106,3,2,1,5,1,1,1434,5000,338,65,6837
2,63,2,2,1,19,1,0,1000,11000,133,140,12270
4,200,4,3,2,6,1,0,2100,9200,603,119,12020
4,65,2,2,0,1,1,1,250,3600,103,47,4000
4,25,1,1,0,4,1,0,356,1984,55,23,2418
2,95,3,2,2,5,1,1,1760,1200,296,16,3272
2,36,1,1,1,8,1,0,600,3400,80,44,4124
4,273,4,4,2,5,1,1,2800,10200,632,132,13760
2,159,2,2,1,8,1,0,1236,4200,251,54,5741
4,110,2,2,1,6,1,0,2500,5000,1417,65,8982
0,130,4,4,3,3,1,0,1600,10840,292,159,12890
2,20,1,1,0,0,0,1,0,990,0,13,1003
2,330,4,5,4,0,1,1,0,4000,274,61,4335
4,30,1,1,0,8,0,1,550,1216,25,16,1807
2,190,4,3,2,1,1,1,1733,5000,570,64,7367
2,195,2,3,1,10,1,1,1500,6000,334,77,7911
2,43,2,7,2,11,1,1,257,2270,0,29,2556
3,49,2,1,1,5,1,1,273,950,0,13,1236
2,68,3,1,1,1,1,1,560,1410,115,18,2103
0,63,2,2,2,3,1,0,500,2150,70,32,2752
2,298,4,4,3,6,1,1,3356,9000,1190,115,13660
2,52,1,2,1,4,1,0,795,3850,297,49,4991
2,350,3,2,4,0,1,1,0,10200,992,154,11350
2,170,4,2,1,3,1,0,2437,5200,570,66,8273
4,120,3,2,2,1,1,1,1784,5300,350,69,7503
4,30,1,1,0,19,1,1,800,1250,0,17,2067
1,67,2,1,0,5,0,0,388,1140,71,16,1615
2,210,3,4,0,0,1,0,0,4200,175,64,4439
0,40,1,1,1,1,0,0,250,1050,8,16,1324
0,117,3,2,1,1,1,1,706,3400,217,50,4373
2,67,2,1,1,7,1,1,570,1420,4,18,2012
1,70,3,2,2,1,1,1,554,1900,228,26,2708
0,60,2,1,2,0,1,1,0,1400,0,25,1425
2,856,5,7,6,4,1,1,7500,10000,5000,127,22630
4,34,1,1,0,7,1,1,625,1700,65,22,2412
2,717,5,5,8,16,1,1,4300,2500,5032,32,11860
0,96,2,1,0,2,0,1,200,1000,40,15,1255
2,20,1,1,0,0,1,0,602,1800,130,23,2555
0,70,1,2,0,0,0,1,0,1500,59,27,1586
4,65,1,1,0,10,0,0,672,2400,116,31,3219
2,58,2,2,1,18,1,1,317,1783,0,23,2123
2,140,3,3,3,2,1,1,1640,4200,775,54,6669
2,195,3,4,3,0,1,1,0,8500,59,128,8687
4,83,2,1,1,8,1,0,1108,1800,104,24,3036
0,40,1,1,1,6,1,1,180,1250,6,19,1455
2,70,1,1,0,0,0,1,0,900,0,14,914
4,94,3,3,2,4,1,1,2076,5000,357,65,7498
2,34,1,1,1,11,0,0,620,2800,0,36,3456
3,30,1,1,0,4,1,1,336,503,10,7,856
2,73,2,2,1,12,1,1,700,1250,150,16,2116
3,270,3,3,3,1,1,1,2500,7220,560,92,10370
2,40,1,1,1,16,0,1,900,3000,183,39,4122
2,25,1,1,0,0,0,1,0,836,0,13,849
2,112,3,2,1,8,1,1,810,3850,98,49,4807
2,105,3,2,2,6,1,1,1002,2583,35,33,3653
2,130,3,2,2,0,1,1,0,3300,108,50,3458
1,118,4,2,1,1,1,1,600,2300,111,31,3042
3,85,3,2,1,1,1,1,650,1300,75,17,2042
2,380,4,4,3,0,1,0,0,7500,0,113,7613
1,55,2,1,1,1,1,1,250,1200,83,16,1549
2,109,3,2,1,2,1,1,1450,5300,0,68,6818
1,758,5,4,5,3,1,1,7630,15000,2752,200,25580
1,300,4,3,3,0,1,1,0,6290,519,104,6913
1,72,2,3,0,1,1,0,826,2400,220,32,3478
1,148,4,3,2,12,1,1,1886,5500,399,74,7859
0,75,2,1,0,9,1,1,450,1000,34,15,1499
4,68,2,2,1,7,0,1,655,1100,42,15,1812
2,64,2,2,2,8,0,1,800,2100,59,27,2986
1,206,4,3,2,4,1,1,1530,6500,565,87,8682
2,320,3,4,3,8,1,1,3400,6800,1,87,10290
4,116,3,3,2,2,0,1,557,2500,230,33,3320
3,560,7,7,8,0,1,1,0,9000,911,136,10050
2,320,4,3,4,5,1,1,3000,5200,292,66,8558
4,55,1,1,1,1,1,0,2750,2400,635,31,5816
2,85,2,2,0,8,1,0,850,4900,0,63,5813
2,100,2,2,1,6,0,1,1000,2690,8,35,3733
2,400,5,5,5,0,1,1,0,6400,2500,97,8997
0,220,3,2,2,0,1,1,0,2600,53,47,2700
4,80,2,2,0,6,1,0,810,2000,289,26,3125
3,66,1,1,2,2,1,1,577,1600,41,21,2239
0,80,2,2,1,12,1,1,500,2000,0,30,2530
2,260,5,4,4,12,1,1,3400,11000,1400,140,15940
2,450,4,5,6,0,0,0,0,9000,1150,136,10290
0,88,2,2,1,3,1,1,550,2100,800,31,3481
3,157,3,5,3,1,1,1,2300,7000,442,89,9831
2,129,3,5,0,14,1,1,1200,6000,561,77,7838
2,23,1,1,1,26,1,1,472,2300,59,30,2861
2,692,5,6,5,0,1,1,4500,15000,1667,226,21390
2,310,3,4,3,8,1,1,2400,4500,900,58,7858
0,215,3,4,2,1,1,1,1900,3600,300,53,5853
2,250,3,4,2,0,1,1,0,4200,192,64,4456
2,140,3,2,2,13,0,1,1475,2000,171,26,3672
2,100,1,1,0,0,0,1,0,950,0,15,965
3,47,2,1,1,2,1,1,253,1200,20,16,1489
3,48,2,1,1,0,1,1,250,1200,40,16,1506
2,71,2,3,2,13,0,1,500,3700,50,47,4297
2,70,2,1,2,0,0,1,0,1400,85,22,1507
2,67,2,1,1,3,0,1,722,2600,198,33,3553
2,120,3,2,1,0,1,1,0,1850,84,28,1962
2,465,5,5,2,0,1,0,0,8960,1500,135,10600
4,120,3,2,0,5,1,0,981,5000,168,65,6214
2,92,2,1,0,9,0,1,935,1790,0,23,2748
0,78,3,2,2,6,1,0,720,3500,169,52,4441
3,60,2,1,1,3,1,1,200,1100,84,14,1398
2,100,3,1,1,10,1,1,700,1400,0,18,2118
2,87,2,3,2,16,0,1,541,5700,216,73,6530
2,160,2,2,4,0,1,1,0,2975,117,45,3137
2,100,2,3,2,7,1,0,1110,4000,375,51,5536
2,52,2,1,1,3,1,1,403,1300,10,17,1730
2,109,4,2,2,13,1,1,1156,6500,319,83,8058
4,26,1,1,0,8,0,1,305,1280,0,17,1602
2,270,4,5,2,4,1,1,4300,5500,1115,70,10990
1,208,3,4,3,0,1,1,0,6000,338,99,6437
1,20,1,1,1,1,0,1,0,1000,0,14,1014
2,50,2,1,1,5,1,0,505,1100,11,14,1630
4,138,2,1,0,3,1,1,810,1000,175,13,1998
3,58,2,2,2,8,0,0,347,3500,0,45,3892
2,198,3,4,3,13,1,0,2699,8000,917,102,11720
2,115,4,4,3,2,1,1,2600,4000,417,51,7068
4,128,3,3,2,3,1,1,2300,13000,726,168,16190
2,66,1,1,0,6,1,1,532,3000,75,39,3646
2,234,3,5,3,17,0,0,2750,14000,1334,178,18260
2,380,4,4,6,0,1,1,0,6000,417,91,6508
2,113,2,1,1,5,1,1,1000,3000,50,39,4089
2,160,3,3,2,0,1,1,0,2500,192,38,2730
4,80,2,1,0,3,0,1,450,1100,0,15,1565
2,33,2,1,0,0,0,1,0,980,0,15,995
0,50,2,1,1,1,0,1,100,1500,0,22,1622
4,65,1,1,0,4,1,1,350,2200,30,29,2609
2,40,1,1,0,0,1,1,0,850,34,13,897
2,261,3,4,4,7,1,1,2700,15000,834,191,18730
1,50,2,1,1,4,1,1,158,1140,0,16,1314
0,281,4,4,2,5,1,1,1300,3500,410,52,5262
2,119,2,1,1,0,0,1,0,1700,84,26,1810
1,52,2,1,1,6,1,1,370,1000,111,14,1495
0,40,1,1,0,2,0,1,282,850,43,13,1188
0,47,1,1,0,3,1,1,300,800,21,12,1133
0,35,1,1,0,5,1,1,330,1000,20,15,1365
2,40,1,1,0,0,0,1,0,700,59,11,770
1,55,2,1,1,3,1,1,170,750,0,10,930
4,72,2,1,1,10,1,1,870,1200,150,16,2236
0,30,1,1,0,4,1,1,360,600,17,9,986
4,57,1,1,1,2,1,1,2900,11500,959,149,15510
2,70,1,1,1,0,0,1,0,1100,0,17,1117
2,63,2,2,1,20,1,1,784,4500,136,58,5478
2,220,3,4,3,11,1,0,3300,8000,1000,102,12400
2,126,4,3,4,0,1,1,0,3300,167,50,3517
0,147,2,3,2,2,1,0,400,7900,75,116,8491
2,70,3,2,1,10,0,0,500,1940,77,25,2542
2,99,2,1,1,14,1,1,800,1800,0,23,2623
4,90,3,1,0,2,1,1,250,1500,140,20,1910
4,100,2,1,0,1,0,1,360,1700,2,22,2084
4,48,1,1,0,6,1,0,410,1300,25,17,1752
1,247,4,5,4,15,1,0,2795,12500,1458,167,16920
2,443,5,5,4,3,1,0,4172,7000,1417,89,12680
4,200,2,3,2,1,1,1,2500,5200,250,68,8018
1,360,4,3,4,0,0,1,0,6500,181,107,6788
2,20,1,1,0,0,1,0,602,1800,130,23,2555
4,90,3,2,0,3,1,1,1200,2570,242,34,4046
2,297,4,4,6,0,1,1,0,3000,392,46,3438
0,180,3,3,2,3,1,1,700,2700,175,40,3615
2,54,1,2,1,13,1,0,1150,6000,0,77,7227
0,90,2,2,1,3,0,1,400,2500,80,37,3017
3,105,3,3,2,12,1,1,1150,2300,208,30,3688
0,67,2,1,1,8,0,0,600,2500,96,37,3233
3,45,1,1,0,1,1,1,0,770,34,10,814
1,33,1,1,1,3,1,1,170,1600,9,22,1801
2,45,1,1,0,2,0,1,160,620,15,8,803
0,127,3,3,0,5,1,1,1295,1125,209,17,2646
2,120,3,3,2,1,1,0,1100,8950,0,114,10160
2,75,2,1,1,13,1,1,600,1880,16,24,2520
2,220,3,2,3,0,1,0,0,7800,215,118,8133
2,50,1,1,1,17,0,0,750,5000,0,64,5814
0,115,3,2,1,3,1,1,900,2500,250,37,3687
3,75,2,2,1,3,1,1,706,2400,75,31,3212
4,65,2,2,0,0,0,1,0,1305,0,20,1325
4,39,1,1,0,2,0,0,800,2300,98,30,3228
2,200,2,3,2,0,1,1,0,4000,196,61,4257
2,72,2,1,0,14,1,1,600,2560,0,33,3193
4,108,2,2,1,7,0,0,1300,4500,350,58,6208
2,32,1,1,1,1,1,0,700,4500,128,58,5386
2,106,3,2,1,8,0,1,980,3200,260,41,4481
1,70,3,1,1,4,1,1,240,1100,100,15,1455
4,120,3,2,1,2,1,0,2000,4500,325,58,6883
3,55,1,1,0,4,1,1,490,500,37,7,1034
2,100,3,1,0,5,1,1,900,1617,0,7,2524
2,162,2,2,1,12,1,0,1420,5000,0,64,6484
2,75,2,1,1,2,1,1,710,1700,18,22,2450
3,44,1,1,0,7,1,1,260,670,12,9,951
2,130,2,2,2,11,0,1,2200,7500,780,96,10580
3,147,4,3,1,0,1,1,0,3500,62,53,3615
0,70,2,1,0,0,1,1,360,1150,15,17,1542
0,64,2,2,2,5,1,1,410,2300,50,34,2794
4,180,4,3,1,5,0,1,1683,4000,482,52,6217
0,42,2,1,0,1,1,1,360,1200,100,18,1678
2,117,3,3,1,13,1,1,1500,4620,300,59,6479
4,180,3,4,2,7,1,0,1210,15000,369,194,16770
2,65,3,2,1,10,0,1,587,3250,113,42,3992
2,29,1,1,0,1,0,0,250,1720,99,22,2091
2,600,4,6,3,0,1,0,200,12000,817,181,13200
2,145,3,3,1,10,1,0,1380,11000,375,140,12900
2,310,4,4,4,21,1,1,4700,14000,1751,178,20630
1,260,4,4,3,8,0,1,1665,5250,440,70,7425
2,320,3,3,2,10,1,1,2200,8330,584,106,11220
1,70,3,1,1,3,1,1,180,980,0,14,1174
4,35,1,1,0,3,1,1,320,800,0,11,1131
0,320,3,4,4,0,1,1,0,4950,234,88,5272
0,82,2,2,2,6,1,1,280,2800,92,41,3213
2,62,2,2,1,2,1,0,800,2580,84,33,3497
0,60,3,1,0,3,1,1,265,1550,31,23,1869
0,78,3,2,0,8,1,1,350,1700,61,25,2136
2,385,4,5,6,3,1,1,4200,7000,2410,89,13700
0,214,3,3,2,4,1,1,2500,3500,500,52,6552
2,233,4,5,4,7,1,0,3240,11000,92,140,14470
4,60,2,1,1,8,1,1,700,1500,50,20,2270
1,22,1,1,0,3,0,0,420,1300,75,18,1813
4,100,2,3,0,1,1,1,0,1700,130,22,1852
2,90,2,1,1,2,1,1,1000,3000,50,39,4089
4,60,2,2,0,4,0,1,560,2500,83,33,3176
2,22,1,1,0,25,1,1,385,2100,40,27,2552
0,80,2,1,0,0,1,0,0,1610,0,24,1634
2,110,3,4,3,8,1,1,1364,2200,403,28,3995
4,120,2,2,1,14,1,1,858,800,18,11,1687
1,193,3,3,1,0,1,1,0,13500,236,222,13960
2,55,2,1,1,4,1,1,400,1460,0,19,1879
4,165,3,3,1,5,1,0,2000,7000,420,91,9511
0,46,1,1,2,7,1,1,690,2400,98,36,3224
4,55,2,1,0,1,1,1,450,2200,0,29,2679
2,150,2,2,1,0,1,1,0,2954,1,45,3000
2,57,1,1,0,8,1,0,300,6000,17,77,6394
4,160,3,2,1,3,1,0,2000,6700,367,87,9154
2,200,4,4,2,9,1,0,3700,7000,850,89,11640
3,60,1,2,1,10,1,1,630,1338,72,17,2057
2,180,3,2,1,11,1,0,2900,4500,500,58,7958
2,62,1,1,0,3,1,1,550,2100,0,27,2677
4,90,3,2,1,12,1,0,1000,3400,275,44,4719
4,35,1,1,0,3,0,0,585,2300,92,30,3007
2,95,2,1,1,8,1,1,1226,3200,92,41,4559
2,320,5,5,4,4,1,1,5800,5500,1500,70,12870
4,127,3,2,2,4,1,1,836,1700,124,22,2682
2,210,3,2,2,11,1,0,2600,5000,417,64,8081
2,160,4,3,2,20,1,0,1260,5600,334,71,7265
2,273,3,2,5,0,0,1,0,3355,215,51,3621
2,211,4,5,4,2,1,1,1543,3800,714,49,6106
2,145,2,3,2,16,1,0,2000,10000,584,127,12710
0,92,2,2,1,6,1,1,450,1900,67,28,2445
3,70,2,3,1,7,1,1,1196,2004,0,26,3226
3,254,3,4,2,0,1,1,0,3000,251,46,3297
2,350,4,4,2,4,0,1,3000,6000,1316,77,10390
2,55,1,1,0,13,1,1,400,1177,0,15,1592
2,80,3,2,2,5,1,1,1045,2400,227,31,3703
2,280,3,3,4,21,1,1,2498,4500,1116,58,8172
2,100,3,1,0,3,1,1,0,1970,0,25,1995
4,98,3,2,1,2,1,1,1379,6000,239,78,7696
2,85,2,3,1,14,1,1,709,3300,94,42,4145
2,78,2,2,2,1,0,0,450,3500,155,45,4150
2,58,2,1,1,6,1,1,770,1800,75,23,2668
4,50,1,1,1,3,1,1,2208,2300,420,30,4958
2,30,1,1,0,14,1,1,400,1600,0,21,2021
2,75,2,1,1,4,1,0,2065,6000,600,77,8742
3,350,4,6,6,0,1,1,1200,7330,55,111,8696
2,136,3,4,3,2,1,1,1490,2800,500,36,4826
2,290,3,3,3,0,1,1,0,8000,542,121,8663
2,99,2,2,2,4,1,1,590,4000,122,51,4763
0,750,5,3,6,0,0,0,0,7980,46,142,8168
2,110,2,2,1,0,1,1,0,3500,125,53,3678
0,340,2,3,2,5,1,1,1500,4000,317,59,5876
2,178,2,1,1,9,0,1,2900,3440,0,44,6384
1,28,1,1,1,0,0,0,550,1250,0,17,1817
1,38,1,1,0,2,0,1,0,1300,0,18,1318
0,254,3,4,2,0,1,1,0,6150,200,110,6460
0,51,2,1,1,6,1,1,200,1050,75,16,1341
2,134,3,3,2,18,1,0,900,3500,390,45,4835
2,38,1,1,1,16,1,1,450,2170,59,28,2707
2,400,4,5,3,0,0,1,0,15000,0,191,15190
4,136,3,2,2,7,1,0,2470,8000,558,104,11130
2,250,4,5,2,17,1,0,2000,12000,9,153,14160
3,94,2,2,2,3,1,1,890,4000,165,51,5106
4,62,2,2,1,5,1,0,585,1750,38,23,2396
2,80,2,2,1,0,1,0,0,2540,65,39,2644
3,89,3,1,1,5,0,1,820,2050,150,26,3046
3,51,2,1,0,2,1,1,271,980,21,13,1285
2,40,1,1,1,19,0,0,420,3899,208,50,4577
0,47,1,1,1,3,0,0,400,2200,0,33,2633
2,210,3,5,3,2,1,0,1900,3800,0,49,5749
2,230,4,4,4,1,1,0,2300,13500,1084,172,17060
2,70,2,2,1,5,1,1,495,2450,59,32,3036
0,117,3,1,1,3,1,1,258,1550,100,23,1931
1,54,2,2,0,18,1,1,400,1100,0,15,1515
2,105,2,1,0,0,1,1,0,1800,125,28,1953
4,47,2,2,0,5,1,0,990,4210,158,55,5413
2,120,3,1,0,2,1,1,200,2100,167,27,2494
4,284,4,6,2,5,1,0,3300,11420,567,148,15440
2,58,2,1,1,4,0,0,636,2493,80,9,3218
0,95,2,1,1,3,1,1,300,2800,69,41,3210
4,65,2,1,0,0,1,1,0,1000,47,16,1063
0,188,3,4,2,0,1,0,650,3800,0,68,4518
1,21,1,1,0,20,0,1,160,850,60,12,1082
2,65,2,2,1,13,0,0,700,3200,0,41,3941
4,50,2,1,0,9,1,0,620,1660,42,22,2344
2,150,4,3,3,0,1,1,0,7500,109,113,7722
0,90,3,3,1,1,1,1,320,2500,91,37,2948
1,400,3,3,6,0,1,1,1200,7200,218,119,8737
3,64,2,2,2,9,1,1,460,1964,134,8,2566
2,80,2,1,1,2,0,1,315,2156,0,28,2499
2,300,3,5,4,12,0,1,6593,6000,1974,77,14640
2,240,3,3,2,0,1,0,0,3840,152,58,4050
2,50,2,1,1,7,0,0,465,1357,0,6,1828
2,820,4,4,6,0,1,1,2500,13000,2500,196,18200
0,58,1,1,1,4,1,0,350,2300,139,34,2823
2,230,3,2,2,7,1,1,1773,1965,441,25,4204
0,43,1,1,1,21,1,0,888,2450,107,36,3481
2,280,6,6,3,0,1,1,0,5000,1118,76,6194
2,54,2,1,1,1,1,0,650,1350,0,18,2018
1,200,6,2,1,0,1,1,0,3400,134,56,3590
2,360,3,5,6,17,1,1,7552,3000,4830,39,15420
2,650,5,8,7,0,1,0,0,15000,2667,226,17890
0,38,1,1,0,1,1,1,300,850,34,13,1197
1,373,4,5,5,7,1,1,2601,15000,188,200,17990
0,47,1,1,1,1,0,0,400,2200,0,33,2633
2,133,3,2,2,0,1,1,0,4300,255,65,4620
1,150,4,2,2,1,1,1,1357,3700,211,50,5318
3,80,3,2,1,3,1,1,430,1200,74,16,1720
2,129,4,2,3,2,1,0,1100,5500,520,70,7190
2,275,3,5,6,0,1,0,0,13000,500,196,13700
4,44,1,1,0,4,1,1,632,1700,86,22,2440
